title,brand,series,is_refurbished,current_price,old_price,discount_percent,shipping_cost,is_free_shipping,rating,rating_num,operating_system,screen_size_inches,resolution,resolution_category,is_touchscreen,ram_capacity_gb,ram_type,storage_capacity_gb,storage_type,cpu_brand,cpu_series,cpu_model,cpu_cores,gpu_brand,gpu_type,gpu_model,is_ai_pc,has_backlit_keyboard,link
"Refurbished Lenovo ThinkPad T14 G2 14"" Laptop AMD Ryzen 7 PRO 5850U 16GB 1TB SSD M.2 Integrated Graphics Win 11 Pro 1 Yr Wty B v.WCA",Lenovo,ThinkPad,1,779.99,779.99,0.0,0.0,1,,0,Windows 11 Home,14.0,1920x1080,FHD (1080p),0,16,DDR4,1024,SSD,AMD,Ryzen 7,Ryzen 7 PRO 5850U,,AMD,Integrated,Integrated Graphics,0,0,https://www.newegg.com/lenovo-thinkpad-14-0-full-hd-amd-radeon-vega-8-16gb-memory-1-tb-ssd-black/p/1TS-000E-1CX90
"Refurbished Dell Inspiron 3511 Laptop, 15.6"" FHD Display, Intel Core i5-1135G7 Upto 4.2GHz, 32GB RAM, 1TB NVMe SSD, HDMI, Card Reader, Wi-Fi, Bluetooth, Windows 11 Pro",Dell,Inspiron,1,649.99,649.99,0.0,0.0,1,,0,Windows 11 Pro,15.6,1920x1080,FHD (1080p),0,32,DDR4,1024,NVMe PCIe SSD,Intel,Core I5,i5-1135G,,Intel,Integrated,Integrated Graphics,0,0,https://www.newegg.com/dell-inspiron-15-6-fhd-non-touch-screen-intel-core-i5-1135g7-intel-iris-xe-graphics-32gb-memory-1-tb-ssd-black/p/1TS-000A-0YY62
"Lenovo ThinkPad P14s Gen 6 21QT0028US 14.5"" Mobile Workstation - Intel Core Ultra 7 255H - 32 GB - 1 TB SSD - Windows 11 Pro - NVIDIA RTX PRO 500 Blackwell Generation 6GB - 5MP Webcam - Wi-Fi 7",Lenovo,ThinkPad,0,2399.0,2399.0,0.0,0.0,1,,0,Windows 11 Pro,14.5,1920x1080,FHD (1080p),0,32,DDR4,1024,SSD,Intel,Core Ultra 7,Intel Core Ultra 7 255H,,NVIDIA,Dedicated,T0028,0,0,https://www.newegg.com/lenovo-14-5/p/1TS-000E-1DJM4
Lenovo V15 15.6 FHD Business Laptop - AMD Ryzen 7 7730U - 40 GB RAM - 512 GB PCIe SSD - WiFi6 and Bluetooth 5.2 - Win 11 Pro,Lenovo,V-Series,0,839.0,839.0,0.0,0.0,1,,0,Windows 11 Home,15.6,1920x1080,FHD (1080p),0,40,DDR4,512,NVMe PCIe SSD,AMD,Ryzen 7,Ryzen 7 7730U,,AMD,Integrated,Integrated Graphics,0,0,https://www.newegg.com/lenovo-15-6-full-hd-amd-radeon-graphics-40gb-memory-512-gb-pcie-ssd/p/1TS-000E-1CXJ1
"DELL 15.6"" Full HD Touchscreen Laptop,13th Gen Intel Core i7-1355U,16GB DDR5 RAM,256GB SSD,Lifetime Office,Windows 11 Pro/HUB",Dell,Other,0,829.79,829.79,0.0,0.0,1,,0,Windows 11 Pro,15.6,1366x768,HD,1,16,DDR5,256,SSD,Intel,Core I7,i7-1355U,,Intel,Integrated,Integrated Graphics,0,0,https://www.newegg.com/dell-15-6-fhd-touch-screen-intel-core-i7-1355u-16gb-ddr5-memory-256gb-ssd-black/p/1TS-000A-15RT0
"Refurbished Dell Latitude 7420 Business Laptop, 14.0"" FHD (1920x1080) Non-Touch, 11th Gen Intel Core i7-1185G7, 16GB RAM, 512GB SSD, Windows 11 Pro",Dell,Latitude,1,349.0,349.0,0.0,0.0,1,,0,Windows 11 Pro,14.0,1920x1080,FHD (1080p),1,16,DDR4,512,SSD,Intel,Core I7,i7-1185G,,Intel,Integrated,Integrated Graphics,0,0,https://www.newegg.com/dell-14-0-touch-screen-integrated-graphics-16gb-memory-512-gb-ssd-black/p/1TS-000A-128K4
"Lenovo ThinkPad P16v G3 16"" Notebook - Intel Core Ultra 9 285H - 32GB - 1TB SSD - NVIDIA RTX PRO 2000 Blackwell 8GB - Wi-Fi 7 - BT 5.4 - Wired Ethernet - Windows 11 Pro (21RS001XUS)",Lenovo,ThinkPad,0,4475.99,4475.99,0.0,0.0,1,,0,Windows 11 Pro,16.0,1920x1200,FHD+ (1200p),1,32,DDR5,1024,SSD,Intel,Core Ultra 9,Intel Core Ultra 9 285H,,NVIDIA,Dedicated,Integrated Graphics,0,0,https://www.newegg.com/lenovo-16-0/p/1TS-000E-1DJF9
"HP 17 Business and Student Laptop Computer,17.3"" FHD Laptop, Intel Core I7 13th I7-1355U Upto 5.0GHz, 32GB RAM, 1 TB PCIe SSD, Intel Iris Xe,Copilot Laptop,Windows 11 Pro, HUB",HP,Other,0,999.79,999.79,0.0,0.0,1,,0,Windows 11 Pro,17.3,1920x1080,FHD (1080p),1,32,DDR4,1024,NVMe PCIe SSD,Intel,Core I7,i7-1355U,,Intel,Integrated,Iris Xe,0,0,https://www.newegg.com/hp-17-3-fhd-non-touch-screen-intel-core-i7-1355u-32gb-memory-1tb-ssd-silver/p/1TS-000D-1SVN7
"Used - Good Dell Latitude 7490 14"" Laptop i5-7300U 8GB 256GB SSD W11P (Low Battery Health)",Dell,Latitude,0,116.99,116.99,0.0,0.0,1,,0,Windows 11 Home,14.0,1920x1080,FHD (1080p),0,8,DDR4,256,SSD,Intel,Other,i5-7300U,,Integrated / Other,Integrated,Integrated Graphics,0,0,https://www.newegg.com/dell-14-1-no-8gb-memory-256-gb-ssd/p/1TS-000A-15ST3
"Lenovo V-Series V15 Gen 6 Business Laptop, 15.6"" FHD Display, AMD Ryzen 7 170, 16GB DDR5 RAM, 512GB PCIe M.2 SSD, Wi-Fi 6, Windows 11 Pro, Grey",Lenovo,V-Series,0,749.99,749.99,0.0,0.0,1,,0,Windows 11 Pro,15.6,1920x1080,FHD (1080p),0,16,DDR5,512,NVMe PCIe SSD,AMD,Ryzen 7,Ryzen 7,,AMD,Integrated,Radeon Graphics,1,0,https://www.newegg.com/lenovo-v-series-15-6-fhd-amd-ryzen-7-170-amd-radeon-graphics-16gb-ddr5-memory-512gb-ssd-grey/p/1TS-000E-1ED42
"Refurbished Dell Precision 3561 Laptop Intel Core i7-11800H 2.30 GHz 32GB RAM 512GB SSD NVIDIA T1200 15.6"" FHD Windows 11 Pro",Dell,Precision,1,529.99,529.99,0.0,0.0,1,,0,Windows 11 Pro,15.6,1920x1080,FHD (1080p),1,32,DDR4,512,SSD,Intel,Core I7,i7-11800H,,NVIDIA,Dedicated,T1200,0,0,https://www.newegg.com/dell-lt-dem3561-i7-g11-32-512-15-6-non-touch-screen-intel-core-i7-11800h-nvidia-t600-32gb-memory-512-gb-ssd-silver/p/1TS-000A-13EA3
"ASUS Vivobook S 16"" 3K OLED Intel Core Ultra 7 255H - 32GB RAM - 1TB SSD Windows 11 Home (S5606CA-NS79)",Asus,VivoBook,0,1299.99,1599.99,18.0,0.0,1,4.5,11,Windows 11 Home,16.0,2880x1800,QHD / 3K,1,32,LPDDR5X,1024,NVMe PCIe SSD,Intel,Core Ultra 7,Intel Core Ultra 7 255H,16.0,Intel,Integrated,Arc Graphics,1,1,https://www.newegg.com/asus-vivobook-16-2880x1800-oled-intel-core-ultra-7-255h-intel-arc-graphics-gpu-32-gb-memory-1-tb-pcie-g4-ssd-no-hdd-hdd-black/p/N82E16834236727
Refurbished Dell Latitude 5430 - 14 Inch FHD (1920x1080) Non-Touchscreen Laptop | Intel Core i7-1255U | 32GB RAM - 256GB SSD | Intel Iris Integrated Graphics | Backlit Keyboard | Windows 11 Pro,Dell,Latitude,1,419.99,419.99,0.0,0.0,1,,0,Windows 11 Pro,14.0,1920x1080,FHD (1080p),1,32,DDR5,256,SSD,Intel,Core I7,i7-1255U,,Intel,Integrated,Integrated Graphics,0,1,https://www.newegg.com/dell-latitude-14-0-fhd-non-touch-screen-intel-core-i7-1255u-32gb-ddr5-memory-256gb-ssd/p/1TS-000A-15872
"HP 15.6"" Full HD TouchScreen Laptop|13th Gen Intel Core i7-1355U|16GB DDR4|512GB SSD|Intel Iris Xe Graphics|Wifi-6| Windows 11 Pro|Silver",HP,Hp Hd,0,699.0,699.0,0.0,0.0,1,,0,Windows 11 Pro,15.6,1920x1080,FHD (1080p),1,16,DDR4,512,SSD,Intel,Core I7,i7-1355U,10.0,Intel,Integrated,Iris Xe,0,0,https://www.newegg.com/hp-hd-15-6-full-hd-touchscreen-display-yes-intel-iris-xe-graphics-16gb-memory-512-gb-ssd-silver/p/1TS-000D-1RKU9
"Lenovo IdeaPad Pro 5i 16"" TouchScreen Laptop - Intel Core Ultra 9 386H Processor - NVIDIA GeForce RTX 5050 - 32GB RAM - 1TB SSD - Windows 11 Home",Lenovo,IdeaPad,0,2797.0,2797.0,0.0,0.0,1,,0,Windows 11 Home,16.0,2880x1800,QHD / 3K,1,32,DDR4,1024,SSD,Intel,Core Ultra 9,Intel Core Ultra 9 386H,16.0,NVIDIA,Dedicated,RTX 5050 Laptop GPU,0,0,https://www.newegg.com/lenovo-ideapad-16-0-touch-screen-geforce-rtx-5050-laptop-gpu-32gb-memory-1tb-ssd/p/1TS-000E-1E8A6
"HP Victus 15 Gaming Laptop, 15.6"" FHD IPS 144Hz, AMD Ryzen 7 7445HS 6-Core, NVIDIA GeForce RTX 4050, 64GB RAM, 2TB SSD, Backlit Keyboard, Wi-Fi 6, Windows 11 Home",HP,Victus,0,1907.0,1907.0,0.0,0.0,1,,0,Windows 11 Home,15.6,1920x1080,FHD (1080p),0,64,DDR4,2048,SSD,AMD,Ryzen 7,Ryzen 7 7445HS,6.0,NVIDIA,Dedicated,RTX 4050,0,1,https://www.newegg.com/hp-victus-15-6-fhd-non-touch-screen-amd-ryzen-7-7445hs-nvidia-geforce-rtx-4050-64gb-memory-2tb-ssd-black/p/1TS-000D-1SUM1
